wkt
LINESTRING(5.4119803 52.6366882,5.35873 52.6752311,5.306041 52.6902362,5.299971966666667 52.6906359)
LINESTRING(5.032465116666667 52.927965175,5.018884157142857 52.92516344285714,5.0169673 52.924447,4.9748982 52.9078126,4.973023816666666 52.90723255,4.970663 52.9064974,4.9444919 52.898833,4.938327842857142 52.897851642857134)
LINESTRING(5.032465116666667 52.927965175,5.0387564000000005 52.932700249999996,5.2035882 53.01859345)
LINESTRING(5.032465116666667 52.927965175,5.017976589473685 52.842874742105266)
LINESTRING(4.938327842857142 52.897851642857134,4.9376372 52.8976104,4.9378794 52.8971808,4.9330966 52.8950992,4.968343 52.8457382,4.972006025 52.84530054166665,4.9760683 52.8450773,5.0129341 52.8430276,5.017976589473685 52.842874742105266)
LINESTRING(4.938327842857142 52.897851642857134,4.9359078 52.8974555,4.9130116 52.8936165,4.9086134 52.89274145,4.9053179 52.8921453,4.8724701 52.8863053,4.871533566666667 52.88632126666666)
LINESTRING(5.017976589473685 52.842874742105266,5.0202693 52.8395807,5.0103295 52.8106971,5.007961206666667 52.80558482000001)
LINESTRING(5.017976589473685 52.842874742105266,5.0223591 52.8426744,5.0252377 52.8218027,5.1001664 52.7728991,5.1001802000000005 52.77284315,5.100194 52.7727872,5.0892456 52.7689938,5.0902198 52.76305503333333)
LINESTRING(5.017976589473685 52.842874742105266,5.013376783333333 52.83487876666666)
LINESTRING(5.007961206666667 52.80558482000001,5.010331 52.810193,5.0207586 52.8376404,5.013376783333333 52.83487876666666)
LINESTRING(5.007961206666667 52.80558482000001,5.0334602125 52.750424024999994)
LINESTRING(5.007961206666667 52.80558482000001,5.0042888 52.8042444,4.9540364 52.7715692,4.952392875 52.7694966375)
LINESTRING(5.013376783333333 52.83487876666666,5.0110611 52.8339563,4.9889757 52.8135763,4.98882605 52.813463,4.9886764 52.8133497,4.9167662 52.7922722)
LINESTRING(5.0334602125 52.750424024999994,5.0253220125 52.72042675,5.029017788888889 52.69293255555555)
LINESTRING(5.0334602125 52.750424024999994,5.0355135 52.7517789,5.0684662 52.7664325,5.0696322333333335 52.767057783333335,5.070979 52.767715,5.0812748 52.7690922,5.083814866666667 52.76905553333333,5.0902198 52.76305503333333)
LINESTRING(5.0334602125 52.750424024999994,5.0313593 52.7515534,4.9473437 52.7542655)
LINESTRING(4.952392875 52.7694966375,4.9525687 52.7694162,4.9530064 52.7692843,4.9473437 52.7542655)
LINESTRING(4.952392875 52.7694966375,4.9521217 52.769535,4.9167662 52.7922722)
LINESTRING(4.952392875 52.7694966375,4.95105 52.76755,4.9149 52.74684,4.910172518181818 52.74317618181819)
LINESTRING(5.0902198 52.76305503333333,5.0908339 52.7599579,5.1042161 52.7488682,5.104354450000001 52.74875185,5.1044928 52.7486355,5.1177083 52.7345879,5.1178244500000005 52.7344609,5.1179406 52.7343339,5.1283936 52.7246525,5.1285286 52.7245348,5.1286636 52.7244171,5.1520888 52.7027243,5.152670907692309 52.6990228923077)
LINESTRING(5.286730825 52.6914472,5.27494681 52.695743449999995)
LINESTRING(5.27494681 52.695743449999995,5.2738537 52.6981543,5.2738134 52.6995822,5.2730138 52.703869299999994,5.2701815 52.7077647,5.1563742 52.6978893,5.152670907692309 52.6990228923077)
LINESTRING(5.27494681 52.695743449999995,5.2735193 52.6937302,5.2469966 52.6865679,5.243439550000001 52.68608236666666,5.2395653 52.685825,5.2203604 52.6846435,5.205551194117647 52.68282668823529)
LINESTRING(5.152670907692309 52.6990228923077,5.141760400000001 52.6969524,5.13006945 52.69386335,5.122177333333334 52.69156601666666,5.09025185 52.6809512,5.082084233333334 52.6782848)
